"Date","Yield from British Government Securities, 10 year Nominal Par Yield              [a]             IUDMNPY"
"02 Aug 18","1.4776"
"01 Aug 18","1.485"
"31 Jul 18","1.4297"
"30 Jul 18","1.4517"
"27 Jul 18","1.3851"
"26 Jul 18","1.3815"
"25 Jul 18","1.3664"
"24 Jul 18","1.3652"
"23 Jul 18","1.3664"
"20 Jul 18","1.3357"
"19 Jul 18","1.292"
"18 Jul 18","1.3326"
"17 Jul 18","1.3662"
"16 Jul 18","1.3984"
"13 Jul 18","1.3783"
"12 Jul 18","1.3805"
"11 Jul 18","1.4014"
"10 Jul 18","1.4015"
"09 Jul 18","1.3783"
"06 Jul 18","1.3656"
"05 Jul 18","1.3599"
"04 Jul 18","1.3804"
"03 Jul 18","1.3479"
"02 Jul 18","1.3613"
"29 Jun 18","1.3821"
"28 Jun 18","1.3627"
"27 Jun 18","1.3582"
"26 Jun 18","1.4041"
"25 Jun 18","1.4071"
"22 Jun 18","1.4188"
"21 Jun 18","1.3849"
"20 Jun 18","1.3996"
"19 Jun 18","1.3883"
"18 Jun 18","1.4259"
"15 Jun 18","1.4168"
"14 Jun 18","1.4247"
"13 Jun 18","1.4568"
"12 Jun 18","1.4903"
"11 Jun 18","1.5071"
"08 Jun 18","1.4948"
"07 Jun 18","1.508"
"06 Jun 18","1.4837"
"05 Jun 18","1.3906"
"04 Jun 18","1.398"
"01 Jun 18","1.3793"
"31 May 18","1.3247"
"30 May 18","1.3266"
"29 May 18","1.3326"
"25 May 18","1.424"
"24 May 18","1.4833"
"23 May 18","1.5159"
"22 May 18","1.5987"
"21 May 18","1.5671"
"18 May 18","1.5767"
"17 May 18","1.6306"
"16 May 18","1.5763"
"15 May 18","1.5884"
"14 May 18","1.5572"
"11 May 18","1.5251"
"10 May 18","1.5025"
"09 May 18","1.544"
"08 May 18","1.517"
"04 May 18","1.4737"
"03 May 18","1.4673"
"02 May 18","1.5263"
"01 May 18","1.4752"
"30 Apr 18","1.4902"
"27 Apr 18","1.5168"
"26 Apr 18","1.5684"
"25 Apr 18","1.6019"
"24 Apr 18","1.603"
"23 Apr 18","1.5854"
"20 Apr 18","1.5558"
"19 Apr 18","1.5733"
"18 Apr 18","1.488"
"17 Apr 18","1.5107"
"16 Apr 18","1.5265"
"13 Apr 18","1.4984"
"12 Apr 18","1.505"
"11 Apr 18","1.4504"
"10 Apr 18","1.4836"
"09 Apr 18","1.4701"
"06 Apr 18","1.46"
"05 Apr 18","1.477"
"04 Apr 18","1.4325"
"03 Apr 18","1.4201"
"29 Mar 18","1.4096"
"28 Mar 18","1.4233"
"27 Mar 18","1.4691"
"26 Mar 18","1.5013"
"23 Mar 18","1.4981"
"22 Mar 18","1.4719"
"21 Mar 18","1.5815"
"20 Mar 18","1.5325"
"19 Mar 18","1.4889"
"16 Mar 18","1.4856"
"15 Mar 18","1.4839"
"14 Mar 18","1.4777"
"13 Mar 18","1.5338"
"12 Mar 18","1.5542"
"09 Mar 18","1.5534"
"08 Mar 18","1.5301"
"07 Mar 18","1.547"
"06 Mar 18","1.5671"
"05 Mar 18","1.537"
"02 Mar 18","1.5064"
"01 Mar 18","1.5152"
"28 Feb 18","1.5533"
"27 Feb 18","1.598"
"26 Feb 18","1.5544"
"23 Feb 18","1.567"
"22 Feb 18","1.5831"
"21 Feb 18","1.5879"
"20 Feb 18","1.6037"
"19 Feb 18","1.6333"
"16 Feb 18","1.6186"
"15 Feb 18","1.6846"
"14 Feb 18","1.6609"
"13 Feb 18","1.6478"
"12 Feb 18","1.6266"
"09 Feb 18","1.6232"
"08 Feb 18","1.6524"
"07 Feb 18","1.572"
"06 Feb 18","1.5482"
"05 Feb 18","1.5946"
"02 Feb 18","1.5997"
"01 Feb 18","1.5581"
"31 Jan 18","1.5281"
"30 Jan 18","1.5055"
"29 Jan 18","1.5053"
"26 Jan 18","1.4876"
"25 Jan 18","1.4627"
"24 Jan 18","1.4641"
"23 Jan 18","1.412"
"22 Jan 18","1.4115"
"19 Jan 18","1.3963"
"18 Jan 18","1.3939"
"17 Jan 18","1.3595"
"16 Jan 18","1.3652"
"15 Jan 18","1.3794"
"12 Jan 18","1.3956"
"11 Jan 18","1.3744"
"10 Jan 18","1.3518"
"09 Jan 18","1.3397"
"08 Jan 18","1.2897"
"05 Jan 18","1.3028"
"04 Jan 18","1.3009"
"03 Jan 18","1.2816"
"02 Jan 18","1.3417"
"29 Dec 17","1.2536"
"28 Dec 17","1.2618"
"27 Dec 17","1.2386"
"22 Dec 17","1.3009"
"21 Dec 17","1.3221"
"20 Dec 17","1.3206"
"19 Dec 17","1.2698"
"18 Dec 17","1.2107"
"15 Dec 17","1.2195"
"14 Dec 17","1.2329"
"13 Dec 17","1.2741"
"12 Dec 17","1.281"
"11 Dec 17","1.2601"
"08 Dec 17","1.3325"
"07 Dec 17","1.307"
"06 Dec 17","1.2838"
"05 Dec 17","1.3122"
"04 Dec 17","1.3302"
"01 Dec 17","1.2725"
"30 Nov 17","1.3711"
"29 Nov 17","1.397"
"28 Nov 17","1.3032"
"27 Nov 17","1.3059"
"24 Nov 17","1.2945"
"23 Nov 17","1.2961"
"22 Nov 17","1.322"
"21 Nov 17","1.3174"
"20 Nov 17","1.3279"
"17 Nov 17","1.3505"
"16 Nov 17","1.3495"
"15 Nov 17","1.3352"
"14 Nov 17","1.3589"
"13 Nov 17","1.3773"
"10 Nov 17","1.3864"
"09 Nov 17","1.3089"
"08 Nov 17","1.2573"
"07 Nov 17","1.2871"
"06 Nov 17","1.3031"
"03 Nov 17","1.31"
"02 Nov 17","1.3079"
"01 Nov 17","1.3905"
"31 Oct 17","1.376"
"30 Oct 17","1.3713"
"27 Oct 17","1.3976"
"26 Oct 17","1.4393"
"25 Oct 17","1.4481"
"24 Oct 17","1.3898"
"23 Oct 17","1.3471"
"20 Oct 17","1.3662"
"19 Oct 17","1.3097"
"18 Oct 17","1.3479"
"17 Oct 17","1.3169"
"16 Oct 17","1.3712"
"13 Oct 17","1.3964"
"12 Oct 17","1.4059"
"11 Oct 17","1.4053"
"10 Oct 17","1.3925"
"09 Oct 17","1.385"
"06 Oct 17","1.3927"
"05 Oct 17","1.4105"
"04 Oct 17","1.393"
"03 Oct 17","1.3809"
"02 Oct 17","1.3526"
"29 Sep 17","1.3828"
"28 Sep 17","1.4052"
"27 Sep 17","1.4059"
"26 Sep 17","1.3611"
"25 Sep 17","1.3593"
"22 Sep 17","1.3876"
"21 Sep 17","1.3923"
"20 Sep 17","1.3584"
"19 Sep 17","1.3585"
"18 Sep 17","1.3343"
"15 Sep 17","1.3491"
"14 Sep 17","1.2535"
"13 Sep 17","1.1833"
"12 Sep 17","1.1825"
"11 Sep 17","1.0796"
"08 Sep 17","1.0343"
"07 Sep 17","0.9998"
"06 Sep 17","1.0439"
"05 Sep 17","1.0564"
"04 Sep 17","1.092"
"01 Sep 17","1.0952"
"31 Aug 17","1.0688"
"30 Aug 17","1.0721"
"29 Aug 17","1.0346"
"25 Aug 17","1.0846"
"24 Aug 17","1.0887"
"23 Aug 17","1.0822"
"22 Aug 17","1.1135"
"21 Aug 17","1.0969"
"18 Aug 17","1.1104"
"17 Aug 17","1.1259"
"16 Aug 17","1.1352"
"15 Aug 17","1.1139"
"14 Aug 17","1.1045"
"11 Aug 17","1.0877"
"10 Aug 17","1.1013"
"09 Aug 17","1.1243"
"08 Aug 17","1.1728"
"07 Aug 17","1.1611"
"04 Aug 17","1.1877"
"03 Aug 17","1.1792"
"02 Aug 17","1.258"
"01 Aug 17","1.2261"
"31 Jul 17","1.2454"
"28 Jul 17","1.2379"
"27 Jul 17","1.2205"
"26 Jul 17","1.2483"
"25 Jul 17","1.2687"
"24 Jul 17","1.2057"
"21 Jul 17","1.198"
"20 Jul 17","1.2354"
"19 Jul 17","1.212"
"18 Jul 17","1.2401"
"17 Jul 17","1.3008"
"14 Jul 17","1.3375"
"13 Jul 17","1.3182"
"12 Jul 17","1.2907"
"11 Jul 17","1.3073"
"10 Jul 17","1.2988"
"07 Jul 17","1.3308"
"06 Jul 17","1.3466"
"05 Jul 17","1.281"
"04 Jul 17","1.2754"
"03 Jul 17","1.2991"
"30 Jun 17","1.284"
"29 Jun 17","1.2716"
"28 Jun 17","1.1851"
"27 Jun 17","1.1178"
"26 Jun 17","1.0623"
"23 Jun 17","1.0655"
"22 Jun 17","1.0507"
"21 Jun 17","1.0567"
"20 Jun 17","1.0409"
"19 Jun 17","1.0639"
"16 Jun 17","1.0588"
"15 Jun 17","1.0745"
"14 Jun 17","0.9862"
"13 Jun 17","1.0702"
"12 Jun 17","1.024"
"09 Jun 17","1.054"
"08 Jun 17","1.0758"
"07 Jun 17","1.024"
"06 Jun 17","1.0286"
"05 Jun 17","1.0885"
"02 Jun 17","1.084"
"01 Jun 17","1.0947"
"31 May 17","1.0607"
"30 May 17","1.0316"
"26 May 17","1.0439"
"25 May 17","1.0709"
"24 May 17","1.0971"
"23 May 17","1.0942"
"22 May 17","1.1071"
"19 May 17","1.1108"
"18 May 17","1.089"
"17 May 17","1.094"
"16 May 17","1.1391"
"15 May 17","1.1491"
"12 May 17","1.116"
"11 May 17","1.1869"
"10 May 17","1.1912"
"09 May 17","1.2207"
"08 May 17","1.1683"
"05 May 17","1.145"
"04 May 17","1.1371"
"03 May 17","1.1005"
"02 May 17","1.1139"
"28 Apr 17","1.1015"
"27 Apr 17","1.0865"
"26 Apr 17","1.1072"
"25 Apr 17","1.1024"
"24 Apr 17","1.0885"
"21 Apr 17","1.0554"
"20 Apr 17","1.0803"
"19 Apr 17","1.0768"
"18 Apr 17","1.0481"
"13 Apr 17","1.0556"
"12 Apr 17","1.0619"
"11 Apr 17","1.0587"
"10 Apr 17","1.0962"
"07 Apr 17","1.0816"
"06 Apr 17","1.0985"
"05 Apr 17","1.0945"
"04 Apr 17","1.0618"
"03 Apr 17","1.0644"
"31 Mar 17","1.122"
"30 Mar 17","1.1171"
"29 Mar 17","1.1504"
"28 Mar 17","1.1838"
"27 Mar 17","1.1695"
"24 Mar 17","1.1944"
"23 Mar 17","1.2142"
"22 Mar 17","1.1631"
"21 Mar 17","1.239"
"20 Mar 17","1.2211"
"17 Mar 17","1.2236"
"16 Mar 17","1.2333"
"15 Mar 17","1.2118"
"14 Mar 17","1.2269"
"13 Mar 17","1.241"
"10 Mar 17","1.2307"
"09 Mar 17","1.2015"
"08 Mar 17","1.2149"
"07 Mar 17","1.1684"
"06 Mar 17","1.195"
"03 Mar 17","1.1764"
"02 Mar 17","1.1882"
"01 Mar 17","1.1749"
"28 Feb 17","1.1227"
"27 Feb 17","1.1345"
"24 Feb 17","1.1391"
"23 Feb 17","1.2115"
"22 Feb 17","1.2621"
"21 Feb 17","1.304"
"20 Feb 17","1.2833"
"17 Feb 17","1.2698"
"16 Feb 17","1.315"
"15 Feb 17","1.366"
"14 Feb 17","1.3686"
"13 Feb 17","1.3494"
"10 Feb 17","1.3265"
"09 Feb 17","1.2911"
"08 Feb 17","1.2828"
"07 Feb 17","1.3494"
"06 Feb 17","1.3797"
"03 Feb 17","1.4169"
"02 Feb 17","1.439"
"01 Feb 17","1.5051"
"31 Jan 17","1.4604"
"30 Jan 17","1.4837"
"27 Jan 17","1.5082"
"26 Jan 17","1.5458"
"25 Jan 17","1.4995"
"24 Jan 17","1.4235"
"23 Jan 17","1.4243"
"20 Jan 17","1.4628"
"19 Jan 17","1.4344"
"18 Jan 17","1.3701"
"17 Jan 17","1.3475"
"16 Jan 17","1.3717"
"13 Jan 17","1.4077"
"12 Jan 17","1.3417"
"11 Jan 17","1.4023"
"10 Jan 17","1.401"
"09 Jan 17","1.3956"
"06 Jan 17","1.4195"
"05 Jan 17","1.3695"
"04 Jan 17","1.3754"
"03 Jan 17","1.3825"
"30 Dec 16","1.2817"
"29 Dec 16","1.2726"
"28 Dec 16","1.3445"
"23 Dec 16","1.3852"
"22 Dec 16","1.4132"
"21 Dec 16","1.4201"
"20 Dec 16","1.4629"
"19 Dec 16","1.4538"
"16 Dec 16","1.4982"
"15 Dec 16","1.5469"
"14 Dec 16","1.4329"
"13 Dec 16","1.4754"
"12 Dec 16","1.5287"
"09 Dec 16","1.4809"
"08 Dec 16","1.4287"
"07 Dec 16","1.4129"
"06 Dec 16","1.458"
"05 Dec 16","1.4421"
"02 Dec 16","1.4215"
"01 Dec 16","1.5127"
"30 Nov 16","1.4528"
"29 Nov 16","1.429"
"28 Nov 16","1.4202"
"25 Nov 16","1.4593"
"24 Nov 16","1.4743"
"23 Nov 16","1.5066"
"22 Nov 16","1.4358"
"21 Nov 16","1.4608"
"18 Nov 16","1.5055"
"17 Nov 16","1.428"
"16 Nov 16","1.4394"
"15 Nov 16","1.4112"
"14 Nov 16","1.4687"
"11 Nov 16","1.3956"
"10 Nov 16","1.3771"
"09 Nov 16","1.2732"
"08 Nov 16","1.2689"
"07 Nov 16","1.2311"
"04 Nov 16","1.1745"
"03 Nov 16","1.2473"
"02 Nov 16","1.2235"
"01 Nov 16","1.316"
"31 Oct 16","1.2705"
"28 Oct 16","1.2888"
"27 Oct 16","1.271"
"26 Oct 16","1.1894"
"25 Oct 16","1.1092"
"24 Oct 16","1.1211"
"21 Oct 16","1.1074"
"20 Oct 16","1.1118"
"19 Oct 16","1.11"
"18 Oct 16","1.1142"
"17 Oct 16","1.1492"
"14 Oct 16","1.1298"
"13 Oct 16","1.0457"
"12 Oct 16","1.0738"
"11 Oct 16","1.0221"
"10 Oct 16","1.0493"
"07 Oct 16","1.0016"
"06 Oct 16","0.9604"
"05 Oct 16","0.8503"
"04 Oct 16","0.8246"
"03 Oct 16","0.8369"
"30 Sep 16","0.8233"
"29 Sep 16","0.7993"
"28 Sep 16","0.7122"
"27 Sep 16","0.7317"
"26 Sep 16","0.779"
"23 Sep 16","0.8282"
"22 Sep 16","0.7679"
"21 Sep 16","0.8393"
"20 Sep 16","0.8325"
"19 Sep 16","0.9508"
"16 Sep 16","0.9081"
"15 Sep 16","0.923"
"14 Sep 16","0.9155"
"13 Sep 16","0.9136"
"12 Sep 16","0.8867"
"09 Sep 16","0.8856"
"08 Sep 16","0.8245"
"07 Sep 16","0.7371"
"06 Sep 16","0.7453"
"05 Sep 16","0.7838"
"02 Sep 16","0.8104"
"01 Sep 16","0.737"
"31 Aug 16","0.7286"
"30 Aug 16","0.7281"
"26 Aug 16","0.7006"
"25 Aug 16","0.7379"
"24 Aug 16","0.7403"
"23 Aug 16","0.7054"
"22 Aug 16","0.6744"
"19 Aug 16","0.7522"
"18 Aug 16","0.7556"
"17 Aug 16","0.7551"
"16 Aug 16","0.7883"
"15 Aug 16","0.639"
"12 Aug 16","0.6119"
"11 Aug 16","0.6258"
"10 Aug 16","0.6401"
"09 Aug 16","0.689"
"08 Aug 16","0.7146"
"05 Aug 16","0.7985"
"04 Aug 16","0.7589"
"03 Aug 16","0.929"
"02 Aug 16","0.9789"
"01 Aug 16","0.8741"
"29 Jul 16","0.8623"
"28 Jul 16","0.8379"
"27 Jul 16","0.902"
"26 Jul 16","1.0163"
"25 Jul 16","0.9764"
"22 Jul 16","0.9781"
"21 Jul 16","0.9963"
"20 Jul 16","0.9912"
"19 Jul 16","0.9864"
"18 Jul 16","0.9781"
"15 Jul 16","0.9702"
"14 Jul 16","0.9543"
"13 Jul 16","0.9325"
"12 Jul 16","1.0013"
"11 Jul 16","0.9295"
"08 Jul 16","0.9366"
"07 Jul 16","0.9763"
"06 Jul 16","0.938"
"05 Jul 16","0.9482"
"04 Jul 16","0.9797"
"01 Jul 16","1.0032"
"30 Jun 16","1.0416"
"29 Jun 16","1.0966"
"28 Jun 16","1.1325"
"27 Jun 16","1.1293"
"24 Jun 16","1.2183"
"23 Jun 16","1.4829"
"22 Jun 16","1.4444"
"21 Jun 16","1.4087"
"20 Jun 16","1.3717"
"17 Jun 16","1.2698"
"16 Jun 16","1.2254"
"15 Jun 16","1.2391"
"14 Jun 16","1.2537"
"13 Jun 16","1.3338"
"10 Jun 16","1.3402"
"09 Jun 16","1.3532"
"08 Jun 16","1.3661"
"07 Jun 16","1.3818"
"06 Jun 16","1.4026"
"03 Jun 16","1.3959"
"02 Jun 16","1.4596"
"01 Jun 16","1.4845"
"31 May 16","1.5465"
"27 May 16","1.5477"
"26 May 16","1.5241"
"25 May 16","1.5566"
"24 May 16","1.5807"
"23 May 16","1.5661"
"20 May 16","1.5686"
"19 May 16","1.5382"
"18 May 16","1.5414"
"17 May 16","1.4701"
"16 May 16","1.4966"
"13 May 16","1.4772"
"12 May 16","1.5058"
"11 May 16","1.4952"
"10 May 16","1.5022"
"09 May 16","1.514"
"06 May 16","1.5145"
"05 May 16","1.5672"
"04 May 16","1.6128"
"03 May 16","1.6062"
"29 Apr 16","1.678"
"28 Apr 16","1.6751"
"27 Apr 16","1.6997"
"26 Apr 16","1.7373"
"25 Apr 16","1.6824"
"22 Apr 16","1.6808"
"21 Apr 16","1.6619"
"20 Apr 16","1.5529"
"19 Apr 16","1.6074"
"18 Apr 16","1.5645"
"15 Apr 16","1.5074"
"14 Apr 16","1.5332"
"13 Apr 16","1.5202"
"12 Apr 16","1.533"
"11 Apr 16","1.4858"
"08 Apr 16","1.4581"
"07 Apr 16","1.4141"
"06 Apr 16","1.4718"
"05 Apr 16","1.4568"
"04 Apr 16","1.5096"
"01 Apr 16","1.5143"
"31 Mar 16","1.4963"
"30 Mar 16","1.534"
"29 Mar 16","1.4995"
"24 Mar 16","1.5421"
"23 Mar 16","1.5251"
"22 Mar 16","1.5309"
"21 Mar 16","1.5515"
"18 Mar 16","1.5357"
"17 Mar 16","1.5313"
"16 Mar 16","1.5895"
"15 Mar 16","1.6017"
"14 Mar 16","1.6179"
"11 Mar 16","1.6466"
"10 Mar 16","1.6017"
"09 Mar 16","1.5468"
"08 Mar 16","1.445"
"07 Mar 16","1.5493"
"04 Mar 16","1.5605"
"03 Mar 16","1.5184"
"02 Mar 16","1.5296"
"01 Mar 16","1.4574"
"29 Feb 16","1.4032"
"26 Feb 16","1.479"
"25 Feb 16","1.4392"
"24 Feb 16","1.4185"
"23 Feb 16","1.4931"
"22 Feb 16","1.467"
"19 Feb 16","1.4707"
"18 Feb 16","1.5042"
"17 Feb 16","1.5463"
"16 Feb 16","1.4876"
"15 Feb 16","1.4856"
"12 Feb 16","1.4639"
"11 Feb 16","1.3437"
"10 Feb 16","1.4853"
"09 Feb 16","1.4774"
"08 Feb 16","1.4691"
"05 Feb 16","1.6277"
"04 Feb 16","1.6265"
"03 Feb 16","1.5732"
"02 Feb 16","1.6158"
"01 Feb 16","1.6898"
"29 Jan 16","1.6305"
"28 Jan 16","1.7221"
"27 Jan 16","1.749"
"26 Jan 16","1.751"
"25 Jan 16","1.7453"
"22 Jan 16","1.7781"
"21 Jan 16","1.7362"
"20 Jan 16","1.6871"
"19 Jan 16","1.7668"
"18 Jan 16","1.7471"
"15 Jan 16","1.7092"
"14 Jan 16","1.7841"
"13 Jan 16","1.7974"
"12 Jan 16","1.8089"
"11 Jan 16","1.8269"
"08 Jan 16","1.823"
"07 Jan 16","1.8662"
"06 Jan 16","1.8539"
"05 Jan 16","1.938"
"04 Jan 16","1.9456"
